ITEMNAME,DEPNAME,MAINUPC,SIZENAME,PACKNAME,CURRENTCOST,PRICEPERUNIT,TOTALQTY
TURNING LEAF MERLOT 187 ML,Wine,854490,187 ML,,1.33,2.1,0
TURNING LEAF WHITE ZINFANDEL 1,Wine,854720,187 ML,,1.33,2.25,0
CARLO MERLOT,Wine,854880,1.5 LT,,8.01,10.32,4
CARLO WHITE ZINFANDEL,Wine,854940,1.5 LT,,8.01,10.32,5
BOONES FARM SANGRIA 750 ML,Wine,855120,750 ML,,3.29,4.25,0
BAREFOOT CABERNET SAUVIGNON,Wine,855210,187 ML,,1.5,1.88,1
FAIR BANKS WHITE PROOF 750ML,Wine,855270,750 ML,,6.09,7.99,0
BAREFOOT WHITE ZINEFANDEL,Wine,855310,187 ML,,1.33,1.88,0
FAIR BANKS PORT 750 ML,Wine,855320,750 ML,,4.19,5.6,0
FAIR BANKS PORT 1.5 LT,Wine,855340,1.5 LT,,8,10.99,0
BAREFOOT CHARDONNAY,Wine,855360,187 ML,,1.17,1.88,10
FAIRBANKS SHERRY 1.5 LTR,Wine,855390,1.5 LT,,8.01,8.99,0
BAREFOOT MERLOT,Wine,855460,187 ML,,1.33,1.88,9
BAREFOOT MOSCATO,Wine,855590,187 ML,,1.33,1.88,1
BOONES FARM SNOW CREEK BERRY 7,Wine,855610,750 ML,,3.29,4.25,0
THUNDERBIRD 17.5 % 750ML,Wine,855640,750 ML,,2.65,3.27,0
CARLO SWEET RED,Wine,855680,1.5 LT,,8.01,10.32,8
BAREFOOT SWEET RED,Wine,855730,187 ML,,1.33,1.88,8
BOONES FARM WILD ISLAND 750 ML,Wine,855820,750 ML,,3.29,4.25,0
DELICIA RED VELVET,Wine,855830,750 ML,,5.09,6,0
BAREFOOT PINK MOSCATO,Wine,855940,187 ML,,1.33,1.88,0
MADRIA SANGRIA 187 ML,Wine,855990,187 ML,,1.65,2.1,0
THUNDERBIRD 375 ML,Wine,856090,375 ML,,1.25,1.86,0
LIVINGSTON  750ML,Wine,856160,750 ML,,5.09,5.99,0
THUNDERBIRD 13.9% 750 ML,Wine,856570,750 ML,,3.09,4.21,0
CARLO SANGRIA,Wine,857130,1.5 LT,,8.01,10.32,10
CARLO SANGRIA,Wine,857140,3 LT,,12.01,16.99,5
CARLO SANGRIA,Wine,857160,4 LT,,16.01,19.99,4
BOONES FARM STRAWBERRY HILL 75,Wine,857300,750 ML,,3.29,4.25,0
BALLATORE GRAN SPUMANTE 750 ML,Wine,857570,750 ML,,6.29,6.49,0
SENOR SANGRIA RED,Wine,857674005004,750 ML,,7.48,7.99,4
JOSH CABERNET SAUV.,Wine,857744001318,750 ML,,14.09,17.99,8
JOSH MERLOT,Wine,857744011157,750 ML,,14.09,17.99,12
TROPICAL STRAWBERRY MOSCATO,Wine,857852002092,750 ML,,9.33,9.99,0
TROPICAL MANGO MOSCATO,Wine,857852002108,750 ML,,9.33,9.99,6
TROPICAL CRANBERRY MOSCATO,Wine,857852002467,750 ML,,9.33,9.99,5
TROPICAL DARK RED SEMI,Wine,857852002542,750 ML,,9.33,9.99,5
TROPICAL BLUEBERRY MOSCATO,Wine,857852002641,750 ML,,9.33,9.99,4
PAPI PINOT GRIGIO,Wine,858962004099,750 ML,,5,7.99,10
PAPI PINOT GRIGIO,Wine,858962004112,1.5 LT,,9.33,12.99,3
PAPI PINOT NOIR,Wine,858962004136,750 ML,,5.67,7.99,16
PAPI MOSCATO,Wine,858962004228,1.5 LT,,10,12.99,12
PAPI MOSCATO,Wine,858962004242,750 ML,,5.33,7.99,8
PAPI SANGRIA,Wine,858962004518,1.5 LT,,6,8.99,18
PAPI PINK MOSCATO,Wine,858962004860,750 ML,,5,7.99,31
PAPI PINK MOSCATO,Wine,858962004877,1.5 LT,,9.33,12.99,0
TURNING LEAF PINOT GRIGIO 750M,Wine,859680,750 ML,,6.01,8.99,0
VINE SMOOTHIE PEACH 750 ML,Wine,859775001329,750 ML,,6.5,9.99,0
VINE SMOOTHIE BERRY 750 ML,Wine,859775001336,750 ML,,7.5,9.99,0
VINE SMOOTHIE STRAWBERRY 750 M,Wine,859775001343,750 ML,,6.5,9.99,0
VINE SMOOTHIE PINEAPPLE 750 ML,Wine,859775001350,750 ML,,6.5,9.99,0
BEAT BOX LEMONADE,Wine,860010695814,16 OZ,,2.38,3.29,13
BEAT BOX CHERRY LEMONADE,Wine,860010695852,16 OZ,,2.38,3.29,48
NAPA CELLARS PINOT NOIR 750 ML,Wine,870731000101,750 ML,,13.09,18.99,0
MONACO BLACK RASPBERRY,Wine,891278002304,355ml,,2,2.58,11
MONACO HARD WATERMELON,Wine,891278002335,355ml,,2,2.58,16
MONACO LIME CRUSH,Wine,891278002373,355ml,,2,2.58,14
MONACO BLUE CRUSH,Wine,891278002458,355ml,,2,2.58,24
MONACO PURPLE CRUSH,Wine,891278002519,355ml,,1.95,2.58,19
MONACO CLASSIC MAI TAI,Wine,891278003271,355ml,,2,2.58,9
MONACO HARD LEMONADE,Wine,891278003332,355ml,,2,2.58,11
MONACO PEACH LEMONADE,Wine,891278003585,355ml,,2,2.58,28
BISO MOSCATO MANGO 750 ML,Wine,893778001610,750 ML,,6.82,9.99,0
BISO MOSCATO STRAWBERRIES 750,Wine,893778001818,750 ML,,6.82,9.99,0
PAPI CABERNET SAUVIGNON,Wine,893828001003,750 ML,,5.67,7.99,3
PAPI CABERNET SAUV.,Wine,893828001041,1.5 LT,,10,12.99,7
PAPI SAUVIGTON BLANC,Wine,893828001058,1.5 LT,,9.33,12.99,9
PAPI PASSION FRUIT,Wine,893828001850,750 ML,,3.33,4.69,0
PAPI RED ORIGINAL,Wine,893828001867,750 ML,,3.33,4.69,5
AUTHENTICA SANGRIA RED,Wine,894185000647,1.5 LT,,7.5,9.37,0
MOSKATO LIFE ROSE 750ML,Wine,895216002036,750 ML,,4.67,5.99,0
PAPI MERLOT,Wine,895469002425,750 ML,,5.67,7.99,29
PAPI MERLOT,Wine,895469002432,1.5 LT,,10,12.99,10
LISABELLA SECCO,Wine,895469002951,750 ML,,3.33,4.99,36
SEAGRAM ESCAPES MARGARITA,Wine Cooler,70310010648,10 OZ,,1.63,2.34,0
SEAGRAM PINA COLADA,Wine Cooler,70310010679,Frozen,,0.75,1.87,0
SEAGRAMS FROZEN BLUE HAWAIIAN,Wine Cooler,70310011010,Frozen,,0.75,1.87,0
SEAGRAMS FROZEN JAMAICAN 10 OZ,Wine Cooler,70310011058,Frozen,,0.75,1.87,0
SEAGRAM CALYPSO COLADA CAN,Wine Cooler,70310012222,12 OZ,,0.75,1.64,0
SEAGRAM STRAWBERRY DAIQUIRI CA,Wine Cooler,70310012239,12 OZ,,0.75,1.64,0
SEAGRAM RUMBLE CAN,Wine Cooler,70310014837,24 OZ,,2.25,3.05,9
SEAGRAM SPIKED STRAWBERRY,Wine Cooler,70310014844,24 OZ,,2.25,3.05,1
SEAGRAM SPIKED CITRUS PUNCH,Wine Cooler,70310015254,24 OZ,,2.25,3.05,0
SEAGRAM SPIKED GREEN APPLE,Wine Cooler,70310015391,24 OZ,,2.25,3.05,0
SEAGRAM SPIKED CHERRY,Wine Cooler,70310016404,24 OZ,,1.95,3.05,1
SEAGRAM SPIKED BLUE RAZBERRY,Wine Cooler,70310016411,24 OZ,,2.25,3.05,4
SEAGRAM JAMAICAN ME HAPPY BTL,Wine Cooler,70310016459,11.2oz,4-Pack,5.49,7.04,11
SEAGRAM SPIKED MANGO GINGER,Wine Cooler,70310016862,24 OZ,,2.25,3.05,0
SEAGRAM SPIKED PASSIONFRUIT,Wine Cooler,70310016879,24 OZ,,2.25,3.05,0
SEAGRAM PINEAPPLE CAN,Wine Cooler,70310017012,24 OZ,,2.25,3.05,10
SEAGRAM BLOOD ORANGE CAN,Wine Cooler,70310017029,24 OZ,,1.75,3.05,0
SEAGRAM SLAMMIN CAN,Wine Cooler,70310017050,24 OZ,,2.25,3.05,10
SEAGRAM BLUEBERRY ACAI BTL,Wine Cooler,70310017296,11.2oz,4-Pack,5.49,7.04,6
SEAG.STRAWBERRY ACAI BTL,Wine Cooler,70310017661,12 OZ,6-Pack,8.62,11.99,1
SEAGRAM CALYPSO COLADA BTL,Wine Cooler,80432100875,11.2oz,4-Pack,5.49,7.04,0.5
SEAGRAM PINEAPPLE BTL,Wine Cooler,80432403259,11.2oz,4-Pack,4.12,7.04,9
SEAGRAM PEACH BELINI,Wine Cooler,80432802281,11.2oz,4-Pack,5.49,7.04,7
SEAGRAM STRAWBERRY DAIQUIRI BT,Wine Cooler,80432802540,11.2oz,4-Pack,5.49,7.04,5
SEAGRAM BLACK CHERRY FIZ,Wine Cooler,80432802885,11.2oz,4-Pack,5.49,7.04,0
SMIRNOFF ORIGINAL BTL,Wine Cooler,82000723851,12 OZ,6-Pack,7.88,10.32,8
SMIRNOFF ORIGINAL BTL,Wine Cooler,82000725695,24 OZ,,2.58,3.47,13
SMIRNOFF GREEN APPLE BTL,Wine Cooler,82000727514,12 OZ,6-Pack,7.88,10.32,5
SMIRNOFF RASPBERRY BTL,Wine Cooler,82000727545,12 OZ,6-Pack,7.88,10.32,1
SMIRNOFF GREEN APPLE BTL,Wine Cooler,82000729020,24 OZ,,2.67,3.47,8
SMIRNOFF VERIETY PACK,Wine Cooler,82000729082,12 OZ,12-Pack,14,16.99,0
SMIRNOFF GRAPE BTL,Wine Cooler,82000732143,12 OZ,6-Pack,7.88,10.32,2
SMIRNOFF GRAPE  BTL,Wine Cooler,82000734093,24 OZ,,2.42,3.47,1
SMIRNOFF MANGO BTL,Wine Cooler,82000743446,12 OZ,6-Pack,7.88,10.32,8
SMIRNOFF MANGO BTL,Wine Cooler,82000747246,24 OZ,,2.58,3.47,21
PARROT BAY STRAWBERRY DAIQUIRI,Wine Cooler,82000756200,10 OZ,,1.41,2.34,0
SMIRNOFF SCREWDRIVER BTL,Wine Cooler,82000757481,12 OZ,6-Pack,7.88,10.32,10
SMIRNOFF SCREWDRIVER BTL,Wine Cooler,82000762126,24 OZ,,2.58,3.47,15
SMIRNOFF WATERMELON MIMOSA BTL,Wine Cooler,82000765240,24 OZ,,2.58,3.47,3
SMIRNOFF PINK LEMONADE BTL,Wine Cooler,82000766001,12 OZ,6-Pack,7.88,10.32,8
SMIRNOFF SCREWDRIWER CAN,Wine Cooler,82000776925,23 OZ,,2.33,3.14,3
SMIRNOFF RED WHITE BERRY,Wine Cooler,82000782506,12 OZ,6-Pack,7.88,10.32,8
SMIRNOFF PINE COCO BTL,Wine Cooler,82000786016,12 OZ,6-Pack,8.5,11.27,7
SMIRNOFF STRAW KIWI BTL,Wine Cooler,82000786047,12 OZ,6-Pack,8.5,11.27,3
SMIRNOFF PEACH MANGO CAN,Wine Cooler,82000786252,23 OZ,,2.42,3.14,2
SMIRNOFF PINE COCO CAN,Wine Cooler,82000786290,23 OZ,,2.42,3.14,0
SMIRNOFF STRAW LEMON CAN,Wine Cooler,82000786337,23 OZ,,2.42,3.14,0
SMIRNOFF RED WHITE BERRY BTL,Wine Cooler,82000786900,24 OZ,,2.58,3.47,20
SMIRNOFF BLUE RASPBERRY CAN,Wine Cooler,82000791652,23 OZ,,2.42,3.14,0
SMIRNOFF RED WHITE BERRY CAN,Wine Cooler,82000795223,23 OZ,,2.42,3.14,0
SMIRNOFF ZERO VERIETY PACK,Wine Cooler,82000796411,12 OZ,12-Pack,14.75,17.99,0
SMIRNOFF PINK LEMONADE CAN,Wine Cooler,82000798965,23 OZ,,2.42,3.14,0
SMIRNOFF PEACH LEMONADE CAN,Wine Cooler,82000798989,23 OZ,,2.42,3.14,0
SMIRNOFF PINK LEMONADE BTL,Wine Cooler,82000800934,24 OZ,,2.58,3.47,15
SMIRNOFF BLUE RASPBERRY BTL,Wine Cooler,82000803324,12 OZ,6-Pack,7.88,10.32,11
JD SOUTHERN PEACH BTL,Wine Cooler,82184203088,12 OZ,6-Pack,6.3,9.38,2
JD SOUTHERN CITRUS BTL,Wine Cooler,82184204160,12 OZ,6-Pack,7,9.38,0
JD DOWNHOME PUNCH BTL,Wine Cooler,82184226018,12 OZ,6-Pack,6.3,9.38,3
JD LYNCHBURG LEMONADE BTL,Wine Cooler,82184226025,12 OZ,6-Pack,6.3,9.38,7
JD WATERMELON PUNCH BTL,Wine Cooler,82184226032,12 OZ,6-Pack,6.3,9.38,6
JD BERRY PUNCH BTL,Wine Cooler,82184226049,12 OZ,6-Pack,6.3,9.38,0
JD BLACK JACK COLA BTL,Wine Cooler,82184226056,12 OZ,6-Pack,6.3,9.38,5
JD CHERRY LIME BTL,Wine Cooler,82184264935,12 OZ,6-Pack,6.3,9.38,0
J D HURRICANE PUNCH  1 BTL,Wine Cooler,82184754344,12 OZ,,1,1.86,0
TWISTED ROCKET POP BTL,Wine Cooler,87692021650,12 OZ,6-Pack,7.88,10.32,0
TWISTED BLUEBERRY BTL,Wine Cooler,87692171027,12 OZ,6-Pack,7.88,10.32,2
TWISTED HALF & HALF BTL,Wine Cooler,87692751021,12 OZ,6-Pack,7.88,10.32,0
TWISTED ORIGINAL BTL,Wine Cooler,87692831020,12 OZ,6-Pack,7.88,10.32,3
TWISTED RASPBERRY BTL,Wine Cooler,87692851028,12 OZ,6-Pack,7.88,10.32,5
TWISTED PEACH BTL,Wine Cooler,87692971023,12 OZ,6-Pack,7.88,10.32,2
ABSOLUT GRAPEFRUIT SODA CAN,Wine Cooler,89540535500,355ml,,1,1.64,0
SEAGRAM CRANBERRY,Wine Cooler,5007100000,11.2oz,4-Pack,5.25,7.04,0
SEAGRAM VERIETY PACK,Wine Cooler,5186300000,11.2oz,12-Pack,14.7,17.99,5
SMIRNOFF PEACH BELLINI BTL,Wine Cooler,5194900000,12 OZ,6-Pack,7.12,10.32,0
MIKES BLACK RASPBERRY BTL,Wine Cooler,635985060642,12 OZ,6-Pack,7.88,10.32,0
MIKES MANGO PUNCH BTL,Wine Cooler,635985060703,12 OZ,6-Pack,7.88,10.32,6
MIKES WILD BERRY,Wine Cooler,635985060741,12 OZ,6-Pack,7.88,10.32,0
MIKES BLACK CHERRY BTL,Wine Cooler,635985067443,12 OZ,6-Pack,7.88,10.32,6
MIKES LEMONADE BTL,Wine Cooler,635985100621,12 OZ,6-Pack,7.88,10.32,10
MIKES HARDER BLACK CHERRY CAN,Wine Cooler,635985132158,24 OZ,,2.58,3.52,9
MIKES PEACH LEMONADE BTL,Wine Cooler,635985190028,12 OZ,6-Pack,7.88,10.32,8
MIKES STRAWBERRY LEMONAD BTL,Wine Cooler,635985224136,12 OZ,6-Pack,7.88,10.32,2
MIKES HARDER CRANBERRY CAN,Wine Cooler,635985249856,24 OZ,,2.58,3.52,17
MIKES HARDER MANGO CAN,Wine Cooler,635985258919,24 OZ,,2.58,3.52,5
MIKES CRANBERRY BTL,Wine Cooler,635985606116,12 OZ,6-Pack,7.88,10.32,7
MIKES HARDER PINEAPPLE CAN,Wine Cooler,635985800217,24 OZ,,2.58,3.52,10
MIKES HARDER HALF & HALF CAN,Wine Cooler,635985800828,24 OZ,,2.58,3.52,17
MIKES SELTZER STRAWBERRY CAN,Wine Cooler,635985800880,24 OZ,,2.33,3.52,0
MIKES HARDER RED FREEZE CAN,Wine Cooler,63598580100,24 OZ,,2.42,3.52,0
MIKES HARDER BLUE FREEZE CAN,Wine Cooler,635985801023,24 OZ,,2.67,3.52,6
MIKES ZERO SUGAR BTL,Wine Cooler,63598580177,12 OZ,6-Pack,7.88,10.32,2
MIKES HARDER ORIGINAL TEA CAN,Wine Cooler,635985803782,24 OZ,,2.58,3.52,7
CLUBTAILS BAHAMA MAMA CAN,Wine Cooler,684746400494,24 OZ,,2.25,3.05,12
CLUBTAILS SUNNY MARGARITA CAN,Wine Cooler,684746400500,24 OZ,,2.08,2.81,0
CLUBTAILS ICED TEA CAN,Wine Cooler,684746400531,24 OZ,,2.08,2.81,4
CLUBTAILS SCREWDRIWER CAN,Wine Cooler,684746400548,24 OZ,,2.25,3.05,12
CLUBTAILS SEX ON THE BEACH CAN,Wine Cooler,684746400555,24 OZ,,2.25,3.05,11
CLUBTAILS BLUE HAWAIIN,Wine Cooler,684746401057,24 OZ,,2.25,3.05,11
CLUBTAILS PEACH MARGARITA CAN,Wine Cooler,684746401064,24 OZ,,2.25,3.05,11
CLUBTAILS PINK LEMONADE CAN,Wine Cooler,684746401897,24 OZ,,2.08,2.81,0
BEAST MAN GRN,Wine Cooler,810117130015,16 OZ CN,,1.5,2.34,0
CAYMAN JACK MARGARITA BTL,Wine Cooler,815829010068,11.2oz,6-Pack,7.88,10.32,8
CAYMAN JACK STRAWBERRY BTL,Wine Cooler,815829011898,11.2oz,6-Pack,7.88,10.32,3
CAYMAN JACK PALOMA BTL,Wine Cooler,815829011911,11.2oz,6-Pack,7.88,10.32,1
JD STRAWBERRY BTL,Wine Cooler,840245600449,12 OZ,6-Pack,6.3,9.38,4
HOUSE WINE GNGR MULE,Wine Cooler,848375008449,375 ML,,0.5,1.41,0
HOUSE WINE RASBERRY CAN,Wine Cooler,848375008463,375 ML,,0.5,1.41,0
HOUSE WINE BLUEBERRY,Wine Cooler,848375008708,375 ML,,0.5,1.41,0
HOUSE WINE STRWBERRY CAN,Wine Cooler,848375008715,375 ML,,0.5,1.41,0
